Input;Output
['shootingType | shooting', 'suspectName | Bell'];Arlington police have not released Bell's mug shot due to the ongoing investigation into the shooting.
['shootingType | shooting', 'victimAge | 12-year-old', 'victimGender | boy', 'victimStatus | death', 'suspectStatus | entered_a_plea', 'datetime | Monday', 'suspectNumber | one_of_the_suspects'];One of the suspects charged in connection to a shooting that resulted in the death of a 12-year-old boy entered a plea on Monday.
['suspectAge | 17-year-old', 'suspectName | A-Mier_Taylor', 'incidentType | plea_charge', 'location | Cuyahoga_County_Court_of_Common_Pleas'];The plea change was made during a court appearance for 17-year-old A-Mier Taylor at the Cuyahoga County Court of Common Pleas.
['suspectName | Taylor', 'victimNumber | one', 'suspectStatus | pleaded_guilty', 'victimNumber | four'];As part of the agreement, Taylor pleaded guilty to one count of murder and four counts of attempted murder.
['location | Cleveland', 'accidentAddress | Buckeye Road', 'accidentDate | November_2017', 'shootingType | shooting', 'suspectAge | 15_years_old', 'suspectName | Taylor', 'victimAge_Group | children', 'numberOfRoundsFired | at_least_20'];Investigators said Taylor, who was 15 years old at the time of the shooting, was riding around Cleveland with several other people when they fired at least 20 rounds into a group of children on Buckeye Road in November 2017.
"['victimAge | Twelve-year-old', 'victimName | Abdel_Bashiti', 'victimStatus | struck_by_a_stray_bullet', ""accidentAddress | his_family's_beauty_supply_store""]";Twelve-year-old Abdel Bashiti was at his family's beauty supply store when he was struck by a stray bullet.
['victimStatus | fatal_injuries', 'victimStatus | died', 'victimGender | He', 'shootingType | gunshot'];He suffered fatal injuries and died from the gunshot wound.
['shootingType | shooting', 'victimAge_Group | children', 'victimNumber | Five', 'victimStatus | injured'];Five other children were injured during the shooting.
['suspectName | Taylor', 'suspectStatus | charged_as_adult', 'location | Cuyahoga County'];Taylor was initially charged as a juvenile, but his case was bound over in Cuyahoga County and adult charges were presented.
['shootingType | shooting', 'suspectAge_Group | teen', 'suspectGender | brother', 'suspectName | Larissa_Harris', 'suspectName | Marvin_Harris', 'suspectStatus | arrested'];Larissa Harris, her brother Marvin Harris, and several teen suspects were also arrested in connection to the shooting.
['suspectName | Taylor', 'suspectStatus | will_be_sentenced', 'datetime | Oct._9_at_10_a.m.'];Taylor will be sentenced on Oct. 9 at 10 a.m.
['accidentDate | last_week', 'shootingType | shooting', 'suspectAge_Group | teen', 'suspectBased | Evansville', 'suspectStatus | attempted_murder_charges_have_been_dropped'];The attempted murder charges against an Evansville teen in connection with a shooting last week have been dropped.
['suspectName | Jarnell_Carter', 'suspectStatus | charges_have_been_dropped'];According to court documents, the four counts of attempted murder against Jarnell Carter have been dropped.
['accidentAddress | South_Bedford_Avenue_near_Cherry_Street', 'shootingType | late_night_shooting', 'suspectName | Carter', 'suspectStatus | accused_of_being_involved', 'suspectAge_Group | two_groups_of_teens'];Carter was accused of being involved in a late night shooting where two groups of teens were fighting on South Bedford Avenue near Cherry Street.
['numberOfRoundsFired | numerous', 'shootingType | fight'];During that fight numerous shots were fired.
['takenToHospital | True', 'victimAge_Group | teens', 'victimNumber | Four', 'victimStatus | non-life-threatening_injuries'];Four teens were taken to the hospital for non-life-threatening injuries.
['accidentAddress | D.C.', 'accidentDate | Sunday', 'shootingNumber | three', 'shootingType | shooting_incidents', 'victimNumber | Several', 'victimNumber | one', 'victimStatus | shot'];Several people were shot, one fatally, in three separate shooting incidents in D.C. on Sunday.
['accidentAddress | 2600_block_of_Sherman_Avenue_NW', 'accidentDate | a.m._Sunday', 'victimStatus | suffered_from_gunshot_wounds'];A victim suffered from gunshot wounds in the 2600 block of Sherman Avenue NW at 1 a.m. Sunday.
['takenToHospital | True', 'victimGender | He', 'victimStatus | in_critical_condition'];He is in critical condition at an area hospital, police said.
['accidentDate | about_7:30_p.m.', 'victimGender | men', 'victimNumber | Two', 'victimNumber | both', 'victimStatus | shot'];Two other victims were shot at about 7:30 p.m. in Southeast D.C. Police were called to the 1300 block of Congress Street SE, where they found the victims, both men, and encountered a large crowd.
['victimNumber | One', 'victimStatus | suffered_multiple_gunshot_wounds', 'victimStatus | died_of_his_injuries'];One of the victims suffered multiple gunshot wounds and died of his injuries.
['victimAge | 27-year-old', 'victimGender | He', 'victimName | Jamal_Bandy', 'victimStatus | identified'];He has been identified as 27-year-old Jamal Bandy.
['victimStatus | single_gunshot_wound', 'victimStatus | being_treated_for_non-life-threatening_injuries'];The other victim had a single gunshot wound to an extremity and was being treated for non-life-threatening injuries, police said.
['accidentAddress | Northeast_D.C.', 'shootingNumber | third', 'victimNumber | four'];The third incident happened about 90 minutes later in Northeast D.C. and involved four victims.
['accidentAddress | 2300_block_of_15th_Street_NE', 'accidentDate | shortly_before_9_p.m.', 'victimGender | men', 'victimNumber | three', 'victimStatus | suffering_from_gunshot_wounds'];Police were called shortly before 9 p.m. to the 2300 block of 15th Street NE, where they found three of the victims, all men, suffering from gunshot wounds.
['takenToHospital | True', 'victimNumber | fourth'];A fourth victim was later taken to a hospital in a private vehicle, police said.
['victimNumber | None', 'victimStatus | injuries_were_life-threatening'];None of those victims' injuries were life-threatening, police said.
['accidentAddress | near_the_intersection_of_Naylor_Road_and_Alabama_Avenue_SE', 'accidentDate | Thursday_evening', 'victimAge | 11-year-old', 'victimGender | boy', 'victimName | Karon_Brown', 'victimNumber | Eight', 'victimStatus | fatally_shot'];Eight people have been fatally shot in the District in recent days, including an 11-year-old boy, Karon Brown, who was slain Thursday evening while in a car near the intersection of Naylor Road and Alabama Avenue SE.
['accidentAddress | East_Side', 'accidentAddress | SAN_ANTONIO', 'accidentDate | Martin_Luther_King_Day', 'shootingType | shooting', 'suspectNumber | third_and_final', 'suspectStatus | arrested', 'victimNumber | two', 'victimNumber | many', 'victimStatus | dead', 'victimStatus | injured'];SAN ANTONIO — The third and final suspect in a Martin Luther King Day shooting that left two dead and many injured on the East Side has been arrested.
['suspectAge | 24', 'suspectName | Adrian_Perkins', 'suspectStatus | charge_of_capital_murder'];Adrian Perkins, 24, will face a charge of capital murder.
['accidentAddress | car_wash_at_North_New_Braunfels_Avenue_and_Gibbs', 'accidentDate | Jan._19', 'suspectName | Perkins', 'suspectNumber | one', 'victimName | Vontay_Jamar_Price', 'victimName | Royal_Willrich', 'victimAge | 22', 'victimAge | 30', 'victimStatus | dead', 'shootingType | opened_fire'];Perkins is believed to be one of three gunmen who opened fire on a car wash at North New Braunfels Avenue and Gibbs Jan. 19, killing Vontay Jamar Price, 22, and Royal Willrich, 30.
['suspectName | Edwin_Joseph', 'suspectName | Jacquay_Howard', 'suspectStatus | behind_bars'];His suspected accomplices, Edwin Joseph and Jacquay Howard, were already behind bars when Perkins was arrested.
['shootingType | shooting', 'suspectNumber | three', 'suspectWeapon | AK-47', 'suspectWeapon | .380_handgun', 'suspectWeapon | .40_caliber_handgun'];During the shooting, the three suspects could be seen with an AK-47, a .40 caliber handgun, and a .380 handgun, detectives said, citing surveillance footage.
['numberOfRoundsFired | several', 'suspectGender | man', 'suspectGender | man', 'suspectWeapon | AK-47', 'victimNumber | crowd_of_people', 'suspectWeapon | .40_caliber_handgun'];The man with an AK-47 allegedly fired several shots into a crowd of people, followed by the man with a .40 caliber handgun, police said.
['numberOfRoundsFired | single', 'suspectNumber | third'];The third suspect was seen firing a single shot.
['victimNumber | two', victimNumber | seven', 'victimStatus | dead', 'victimStatus | hit'];Including the two dead, seven people were hit, police said
"[""accidentAddress | Denver's_Lower_Downtown_neighborhood"", 'accidentDate | early_Sunday_morning', 'shootingType | shooting', 'victimGender | man', 'victimNumber | four', 'victimStatus | killed', 'victimStatus | injured']";A man was killed and four other people were injured following a shooting in Denver's Lower Downtown neighborhood early Sunday morning.
['accidentAddress | area_of_15th_and_Market_Street', 'accidentDate | around_4:46_a.m.', 'shootingType | shooting'];The shooting was reported by the Denver Police Department at around 4:46 a.m. in the area of 15th and Market Street.
['victimNumber | four', 'victimNumber | one', 'victimStatus | died', 'victimNumber | three', 'victimStatus | in_critical_condition'];Initially, police said the conditions of all four victims was unknown but a little more than an hour later, officers said one of the victims had died at the scene and the three others were in critical condition.
['shootingType | shooting', 'victimNumber | fifth', 'victimStatus | has_been_identified'];By early Sunday afternoon, police tweeted a fifth victim in the shooting had been identified.
['accidentDate | late_Sunday_morning', 'shootingType | shooting', 'takenToHospital | True', 'victimGender | woman', 'victimStatus | non-life-threatening_injuries'];They said a woman suffered non-life-threatening injuries after the shooting and was taken to a hospital late Sunday morning.
['victimStatus | stable', 'victimNumber | All'];During a news conference Sunday, Lieutenant Mark Clark said all victims were stable.
['shootingType | conflict_escalated_into_shooting', 'suspectNumber | two'];Additionally, Clark said a conflict between two individuals escalated, leading to the shooting.
['shootingType | altercation', 'suspectNumber | possibly_more_than_one'];It's possible there was more than one shooter during the altercation, he said.
['suspectGender | men', 'suspectStatus | fled_the_scene'];The suspects, who were only identified as men, fled the scene and remain on the loose.
